rang,marque,annonces,favoris,fav_par_annonce
1724,Fischer,12,17,1.4
1725,Angelcare,10,17,1.7
1726,Puro Lino,9,17,1.9
1727,Ducati,9,17,1.9
1728,Delta,7,17,2.4
1729,Mineralogie,7,17,2.4
1730,Pikeur,7,17,2.4
1731,Scalextric,6,17,2.8
1732,InnovaGoods,6,17,2.8
1733,POP,5,17,3.4
1734,Nanny Care,5,17,3.4
1735,Maxi Zoo,5,17,3.4
1736,Alfa Romeo,5,17,3.4
1737,Buffet Crampon,5,17,3.4
1738,Maison Margiela,4,17,4.2
1739,Soprano,4,17,4.2
1740,ancien,4,17,4.2
1741,Unopiu,4,17,4.2
1742,Froyak,4,17,4.2
1743,adidas Originals,4,17,4.2
1744,Fleischmann,4,17,4.2
1745,Stade Toulousain,3,17,5.7
1746,Sage,3,17,5.7
1747,Artigiano,3,17,5.7
1748,Casamia,3,17,5.7
1749,Customized,3,17,5.7
1750,Active,3,17,5.7
1751,Exploding Kittens,3,17,5.7
1752,Penny,3,17,5.7
1753,walfort,3,17,5.7
1754,Aqua Sphere,3,17,5.7
1755,Flex on,3,17,5.7
1756,Promod,2,17,8.5
1757,Bright Starts,2,17,8.5
1758,Moulinsart,2,17,8.5
1759,Tukan,2,17,8.5
1760,Almost,2,17,8.5
1761,vintage 1900,2,17,8.5
1762,WORKWEAR,2,17,8.5
1763,Monchhichi,2,17,8.5
1764,jocatop,2,17,8.5
1765,Woezel & Pip,2,17,8.5
1766,MATFER,2,17,8.5
1767,Shell,2,17,8.5
1768,Today,2,17,8.5
1769,Beats By Dre,2,17,8.5
1770,TYMO,2,17,8.5
1771,Cluedo,2,17,8.5
1772,vaughn,2,17,8.5
1773,Bar,11,16,1.5
1774,Völkl,8,16,2.0
1775,Mercedes-Benz,7,16,2.3
1776,Italiano,7,16,2.3
1777,Bambino Mio,7,16,2.3
1778,iRobot,7,16,2.3
1779,COLNAGO,7,16,2.3
1780,HV Polo,7,16,2.3
1781,RIMOWA,6,16,2.7
1782,ION,6,16,2.7
1783,kangen,6,16,2.7
1784,Lotto,6,16,2.7
1785,BMC,6,16,2.7
1786,SHR Germany,5,16,3.2
1787,Billabong,5,16,3.2
1788,Dunnes Stores,4,16,4.0
1789,Tanita,4,16,4.0
1790,Toupie,4,16,4.0
1791,Smartgyro,4,16,4.0
1792,Champion,3,16,5.3
1793,Fleur,3,16,5.3
1794,Rosa,3,16,5.3
1795,BabyDan,3,16,5.3
1796,Topolino,3,16,5.3
1797,jura,3,16,5.3
1798,Anders,3,16,5.3
1799,S.T. Dupont,3,16,5.3
1800,Gibsons,3,16,5.3
1801,Rubik's,3,16,5.3
1802,LALIZAS,3,16,5.3
1803,activomed,3,16,5.3
1804,Serge Lutens,2,16,8.0
1805,Maclaren,2,16,8.0
1806,LEGO Creator,2,16,8.0
1807,peltor,2,16,8.0
1808,Orange,2,16,8.0
1809,Kitchoun,2,16,8.0
1810,Rivièra Maison,2,16,8.0
1811,Sanpellegrino,2,16,8.0
1812,Mesoestetic,2,16,8.0
1813,general electric,2,16,8.0
1814,Henri selmer,2,16,8.0
1815,Poker,2,16,8.0
1816,Inoxto,2,16,8.0
1817,Boomerang,2,16,8.0
1818,PGA Tour,2,16,8.0
1819,Horse pilot,2,16,8.0
1820,FREEJUMP,2,16,8.0
1821,Aviar,2,16,8.0
1822,Kruidvat,15,15,1.0
1823,Antigua,11,15,1.4
1824,Game,10,15,1.5
1825,Maped,9,15,1.7
1826,Mix,9,15,1.7
1827,RECARO,8,15,1.9
1828,Bianchi,7,15,2.1
1829,Bellissimo,6,15,2.5
1830,DIANA,6,15,2.5
1831,Citroën,5,15,3.0
1832,je ne sais plus,5,15,3.0
1833,Volvik,5,15,3.0
1834,SMYK,4,15,3.8
1835,Gazebo,4,15,3.8
1836,Dali,4,15,3.8
1837,WOW,4,15,3.8
1838,Seac,4,15,3.8
1839,K2,4,15,3.8
1840,Smith,4,15,3.8
1841,Renato Balestra,3,15,5.0
1842,Hesba,3,15,5.0
1843,Camp,3,15,5.0
1844,Bamboom,3,15,5.0
1845,Lékué,3,15,5.0
1846,Hutschenreuther,3,15,5.0
1847,Huion,3,15,5.0
1848,NEC,3,15,5.0
1849,Bluebird,3,15,5.0
1850,Schwalbe,3,15,5.0
1851,Swing,3,15,5.0
1852,Custom,3,15,5.0
1853,Roja Parfums,2,15,7.5
1854,Kevin Murphy,2,15,7.5
1855,Fruit de Ma Passion,2,15,7.5
1856,Navaris,2,15,7.5
1857,Niimo,2,15,7.5
1858,outiror,2,15,7.5
1859,SBS,2,15,7.5
1860,Accuphase,2,15,7.5
1861,Jazzinc,2,15,7.5
1862,Paulson,2,15,7.5
1863,APsport,2,15,7.5
1864,Sabre,2,15,7.5
1865,miura,2,15,7.5
1866,Mercury,11,14,1.3
1867,Cannondale,10,14,1.4
1868,THULE,8,14,1.8
1869,POC,8,14,1.8
1870,Carolina Herrera,7,14,2.0
1871,Oura,6,14,2.3
1872,Tibhar,6,14,2.3
1873,Anchor,5,14,2.8
1874,Roche bobois,5,14,2.8
1875,Vega,5,14,2.8
1876,Rado,5,14,2.8
1877,Warrior,5,14,2.8
1878,Tacx,5,14,2.8
1879,ABC Design,4,14,3.5
1880,Johnson,4,14,3.5
1881,Olimpia,4,14,3.5
1882,K3,4,14,3.5
1883,Vilac,4,14,3.5
1884,Zeus,4,14,3.5
1885,Charro,3,14,4.7
1886,Power Rangers,3,14,4.7
1887,vidaXL,3,14,4.7
1888,MERCATO,3,14,4.7
1889,Mes Petits Cailloux,3,14,4.7
1890,Chipie,3,14,4.7
1891,Cook Concept,3,14,4.7
1892,Efteling,3,14,4.7
1893,Case,3,14,4.7
1894,XQ Max,3,14,4.7
1895,Redken,2,14,7.0
1896,de sieraden,2,14,7.0
1897,Scotch,2,14,7.0
1898,Carbone,2,14,7.0
1899,MTK,2,14,7.0
1900,ID Italian,2,14,7.0
1901,Mean Well,2,14,7.0
1902,Bombyx,2,14,7.0
1903,lezyne,2,14,7.0
1904,XLC,2,14,7.0
1905,Marinepool,2,14,7.0
1906,Lee,2,14,7.0
1907,Ride,2,14,7.0
1908,Lidl,14,13,0.9
1909,Reebok,8,13,1.6
1910,Silver,8,13,1.6
1911,Lavorazione Artigiana,8,13,1.6
1912,FFF,7,13,1.9
1913,mamalama,7,13,1.9
1914,Mondraker,7,13,1.9
1915,STAR VIE,7,13,1.9
1916,Hoppediz,6,13,2.2
1917,Continental,6,13,2.2
1918,Wacom,6,13,2.2
1919,FS football grip socks,6,13,2.2
1920,Lotus,5,13,2.6
1921,Bavaria,5,13,2.6
1922,Tempest,5,13,2.6
1923,SHIVER,5,13,2.6
1924,core,5,13,2.6
1925,AtysX,5,13,2.6
1926,honma,5,13,2.6
1927,Dynastar,5,13,2.6
1928,London,4,13,3.2
1929,Wildride,4,13,3.2
1930,Rainbow High,4,13,3.2
1931,Bambino,4,13,3.2
1932,Caramel & cie,4,13,3.2
1933,LAZER,4,13,3.2
1934,Bigben,4,13,3.2
1935,Jada,4,13,3.2
1936,EA7 Emporio Armani,4,13,3.2
1937,CR7,3,13,4.3
1938,NeoNail,3,13,4.3
1939,Monet,3,13,4.3
1940,Petit Bateau,3,13,4.3
1941,Artigianale,3,13,4.3
1942,Jungle,3,13,4.3
1943,SOLA,3,13,4.3
1944,Laguiole,3,13,4.3
1945,eufy,3,13,4.3
1946,Antiquités,3,13,4.3
1947,Marche,3,13,4.3
1948,wurlitzer,3,13,4.3
1949,US,3,13,4.3
1950,Diamante,2,13,6.5
1951,Merrachi,2,13,6.5
1952,Roccobarocco,2,13,6.5
1953,Tarrington House,2,13,6.5
1954,Haller,2,13,6.5
1955,bb italia,2,13,6.5
1956,mettler toledo,2,13,6.5
1957,Proline,2,13,6.5
1958,NOMAR,2,13,6.5
1959,Luneville,2,13,6.5
1960,Manu Life,2,13,6.5
1961,L'incroyable,2,13,6.5
1962,NCR,2,13,6.5
1963,Dedon,2,13,6.5
1964,Arcaplanet,2,13,6.5
1965,Aiaiai,2,13,6.5
1966,Stereo,2,13,6.5
1967,prixton,2,13,6.5
1968,Heller,2,13,6.5
1969,fifine,2,13,6.5
1970,Cratoni,2,13,6.5
1971,xaequo,2,13,6.5
1972,InBody,2,13,6.5
1973,Cargo,2,13,6.5
1974,SuperStroke,2,13,6.5
1975,Mathews,2,13,6.5
1976,Atmosphera,18,12,0.7
1977,Siemens,12,12,1.0
1978,Honda,11,12,1.1
1979,Texas Instruments,10,12,1.2
1980,CM,8,12,1.5
1981,Premium,7,12,1.7
1982,Pool,7,12,1.7
1983,Mission,7,12,1.7
1984,Haibike,7,12,1.7
1985,Meyer,7,12,1.7
1986,Noukie's,6,12,2.0
1987,Lady,6,12,2.0
1988,Nature,5,12,2.4
1989,Artisan,5,12,2.4
1990,Terre De Fer,5,12,2.4
1991,Volvo,5,12,2.4
1992,RDX,5,12,2.4
1993,Alien,4,12,3.0
1994,Norauto,4,12,3.0
1995,Terraillon,4,12,3.0
1996,Bollé,4,12,3.0
1997,Roca,4,12,3.0
1998,Campingaz,4,12,3.0
1999,Taylor,4,12,3.0
2000,Stylo,4,12,3.0
2001,Les autres,4,12,3.0
2002,Typology,3,12,4.0
2003,Upper Deck,3,12,4.0
2004,AeroMoov,3,12,4.0
2005,Herpa,3,12,4.0
2006,My Little Pony,3,12,4.0
2007,Pearl,3,12,4.0
2008,Maxima,3,12,4.0
2009,Alpha,3,12,4.0
2010,WAGO,3,12,4.0
2011,Nail,3,12,4.0
2012,Montar,3,12,4.0
2013,Space Cow,3,12,4.0
2014,Ubisoft,3,12,4.0
2015,Peloton,3,12,4.0
2016,Bridgestone,3,12,4.0
2017,scolia,3,12,4.0
2018,Anon,3,12,4.0
2019,Parfums de Marly,2,12,6.0
2020,Blumarine,2,12,6.0
2021,Quokka,2,12,6.0
2022,Violetta,2,12,6.0
2023,Erbesi,2,12,6.0
2024,Universal Studios,2,12,6.0
2025,Geuther,2,12,6.0
2026,Etsy,2,12,6.0
2027,TotsBots,2,12,6.0
2028,NANO,2,12,6.0
2029,Stern,2,12,6.0
2030,Toei Animation,2,12,6.0
2031,indesit,2,12,6.0
2032,Churchill,2,12,6.0
2033,bruckmann,2,12,6.0
2034,m.idea,2,12,6.0
2035,Kuromi,2,12,6.0
2036,Croci,2,12,6.0
2037,Alexa,2,12,6.0
2038,Fanatec,2,12,6.0
2039,RUIMEN,2,12,6.0
2040,Momo Design,2,12,6.0
2041,KISS,2,12,6.0
2042,Stagg,2,12,6.0
2043,Amethyste,2,12,6.0
2044,limmy’s,2,12,6.0
2045,Rawlings,2,12,6.0
2046,Si,9,11,1.2
2047,Bianco,7,11,1.6
2048,Volkswagen,7,11,1.6
2049,MODELLO,7,11,1.6
2050,Martin,7,11,1.6
2051,niviuk,7,11,1.6
2052,MOLTO,6,11,1.8
2053,lady comp,6,11,1.8
2054,Zenker,6,11,1.8
2055,Stiga,6,11,1.8
2056,Mavic,6,11,1.8
2057,TomTom,6,11,1.8
2058,Ozone,6,11,1.8
2059,The Unbranded Brand,5,11,2.2
2060,Tarmak,5,11,2.2
2061,ELEGANTE,5,11,2.2
2062,Sparco,5,11,2.2
2063,Sonos,5,11,2.2
2064,Jukebox,5,11,2.2
2065,Jigsaw,5,11,2.2
2066,Snauwaert,5,11,2.2
2067,Kimono,5,11,2.2
2068,Unicorn,5,11,2.2
2069,Lodger,4,11,2.8
2070,Sunrise,4,11,2.8
2071,Artista,4,11,2.8
2072,Subea,4,11,2.8
2073,dhs,4,11,2.8
2074,Jeep,3,11,3.7
2075,DC Comics,3,11,3.7
2076,Vitra,3,11,3.7
2077,Cam Cam Copenhagen,3,11,3.7
2078,XO,3,11,3.7
2079,O'Neill,3,11,3.7
2080,Signature,3,11,3.7
2081,The Simpsons,3,11,3.7
2082,Saphir,3,11,3.7
2083,Jour de fête,3,11,3.7
2084,FORCA PORTUGAL,3,11,3.7
2085,Atari,3,11,3.7
2086,ldlc,3,11,3.7
2087,Zygomatic Games,3,11,3.7
2088,JuCad,3,11,3.7
2089,Mezz,3,11,3.7
2090,Rochas,2,11,5.5
2091,CeraVe,2,11,5.5
2092,Revolution,2,11,5.5
2093,WiLD,2,11,5.5
2094,Kotobukiya,2,11,5.5
2095,Freitag,2,11,5.5
2096,sans marques,2,11,5.5
2097,veo,2,11,5.5
2098,BRUNO,2,11,5.5
2099,Orbegozo,2,11,5.5
2100,no marca,2,11,5.5
2101,karsten,2,11,5.5
2102,Tabriz,2,11,5.5
2103,Bob Marley,2,11,5.5
2104,atrix,2,11,5.5
2105,HPE,2,11,5.5
2106,CASETiFY,2,11,5.5
2107,Pink Gellac,2,11,5.5
2108,Ingen,2,11,5.5
2109,Tarot,2,11,5.5
2110,KLICKfix,2,11,5.5
2111,Mistral,2,11,5.5
2112,NR,2,11,5.5
2113,Kingz,2,11,5.5
2114,Choplin,2,11,5.5
2115,SkiTrab,2,11,5.5
2116,Madera,15,10,0.7
2117,Rituals,13,10,0.8
2118,Olaian,9,10,1.1
2119,BIBS,8,10,1.2
2120,Matrix,7,10,1.4
2121,FootJoy,7,10,1.4
2122,HKM,6,10,1.7
2123,LH,5,10,2.0
2124,Frida,5,10,2.0
2125,Medisana,5,10,2.0
2126,Starbucks,5,10,2.0
2127,Mister Gadget,5,10,2.0
2128,Bema,5,10,2.0
2129,Christian Louboutin,4,10,2.5
2130,Plata,4,10,2.5
2131,Ultimate Speed,4,10,2.5
2132,aden + anais,4,10,2.5
2133,Doogee,4,10,2.5
2134,NFL,4,10,2.5
2135,Emma & Noah,3,10,3.3
2136,Bear,3,10,3.3
2137,Kenzo,3,10,3.3
2138,Silēa,3,10,3.3
2139,Logicom,3,10,3.3
2140,FUJI,3,10,3.3
2141,Guinot,3,10,3.3
2142,Blanc-manger Coco,3,10,3.3
2143,Digimon,3,10,3.3
2144,Sport,3,10,3.3
2145,Scubapro,3,10,3.3
2146,Spooks,3,10,3.3
2147,amerigo,3,10,3.3
2148,Childeric,3,10,3.3
2149,Custom Saddlery,3,10,3.3
2150,Elan,3,10,3.3
2151,Union,3,10,3.3
2152,Yves,2,10,5.0
2153,Aimé,2,10,5.0
2154,Bebe2Luxe,2,10,5.0
2155,Bally,2,10,5.0
2156,Boppy,2,10,5.0
2157,MED,2,10,5.0
2158,Brandani,2,10,5.0
2159,Bodum,2,10,5.0
2160,Rational,2,10,5.0
2161,FAC,2,10,5.0
2162,Legallais,2,10,5.0
2163,Hooligans,2,10,5.0
2164,Inlandsis,2,10,5.0
2165,Technica,2,10,5.0
2166,Linn,2,10,5.0
2167,National,2,10,5.0
2168,Blackmagic Design,2,10,5.0
2169,one for all,2,10,5.0
2170,Metapen,2,10,5.0
2171,game ready,2,10,5.0
2172,montre connecté,2,10,5.0
2173,Origames,2,10,5.0
2174,Ya Qu'a,2,10,5.0
2175,Juduku,2,10,5.0
2176,victory,2,10,5.0
2177,Bergère de France,2,10,5.0
2178,SERT,2,10,5.0
2179,jig power,2,10,5.0
2180,Siboasi,2,10,5.0
2181,Albino Preto,2,10,5.0
2182,Pro Touch,19,9,0.5
2183,uvex,11,9,0.8
2184,Lana,8,9,1.1
2185,Luxe,6,9,1.5
2186,Fossil,6,9,1.5
2187,Energy,6,9,1.5
2188,Maisto,6,9,1.5
2189,Timberland,5,9,1.8
2190,Parfois,5,9,1.8
2191,My Jewellery,5,9,1.8
2192,RC,5,9,1.8
2193,Onkyo,5,9,1.8
2194,SPA,4,9,2.2
2195,Costway,4,9,2.2
2196,Opel,4,9,2.2
2197,Physiomat,4,9,2.2
2198,omas,4,9,2.2
2199,RYOBI,4,9,2.2
2200,RhinoShield,4,9,2.2
2201,TWS,4,9,2.2
2202,cervelo,4,9,2.2
2203,Biotherm,3,9,3.0
2204,ABS,3,9,3.0
2205,Bello,3,9,3.0
2206,Ynot,3,9,3.0
2207,Uomo,3,9,3.0
2208,Vestopazzo,3,9,3.0
2209,Love and Green,3,9,3.0
2210,Classic,3,9,3.0
2211,Pepsi,3,9,3.0
2212,Jako-o,3,9,3.0
2213,Trunki,3,9,3.0
2214,Aurora,3,9,3.0
2215,IMCO,3,9,3.0
2216,Suomy,3,9,3.0
2217,Mark,3,9,3.0
2218,Rollei,3,9,3.0
2219,Andrid,3,9,3.0
2220,Imoshion,3,9,3.0
2221,Tc electronic,3,9,3.0
2222,Powerade,3,9,3.0
2223,fidlock,3,9,3.0
2224,Riddell,3,9,3.0
2225,Rammstein,2,9,4.5
2226,Oceanz,2,9,4.5
2227,Bijou Brigitte,2,9,4.5
2228,QUAX,2,9,4.5
2229,Doudou et Compagnie,2,9,4.5
2230,Robusta,2,9,4.5
2231,Herdegen,2,9,4.5
2232,Levoit,2,9,4.5
2233,cellublue,2,9,4.5
2234,Robot Coupe,2,9,4.5
2235,Smiggle,2,9,4.5
2236,Spirit,2,9,4.5
2237,Qwetch,2,9,4.5
2238,Confiture,2,9,4.5
2239,Millenium,2,9,4.5
2240,Salins,2,9,4.5
2241,Zephyr,2,9,4.5
2242,DILLE & KAMILLE,2,9,4.5
2243,Sector,2,9,4.5
2244,Stilo,2,9,4.5
2245,Metronic,2,9,4.5
2246,Wild Flower,2,9,4.5
2247,Lowrance,2,9,4.5
2248,B&W,2,9,4.5
2249,Rane,2,9,4.5
2250,Mini,2,9,4.5
2251,Oris,2,9,4.5
2252,ROSSI,2,9,4.5
2253,Sheffield,2,9,4.5
2254,Syncros,2,9,4.5
2255,hutchinson,2,9,4.5
2256,TMC,2,9,4.5
2257,max ranger,2,9,4.5
2258,Mikasa,2,9,4.5
2259,Vita,2,9,4.5
2260,Buddha to Buddha,2,9,4.5
2261,Bimby,12,8,0.7
2262,4moms,10,8,0.8
2263,Milano,9,8,0.9
2264,keine Marke,6,8,1.3
2265,Avent,6,8,1.3
2266,Aura,5,8,1.6
2267,More,5,8,1.6
2268,AS Roma,5,8,1.6
2269,Speedway,5,8,1.6
2270,marco Moretti,4,8,2.0
2271,Quiksilver,4,8,2.0
2272,Banz,4,8,2.0
2273,Theraline,4,8,2.0
2274,Russell Hobbs,4,8,2.0
2275,Bora,4,8,2.0
2276,Partylite,4,8,2.0
2277,Benfica,4,8,2.0
2278,Rcf,4,8,2.0
2279,oxdog,4,8,2.0
2280,MIXTE,3,8,2.7
2281,SIMPLE,3,8,2.7
2282,Oriflame,3,8,2.7
2283,Florence,3,8,2.7
2284,ok,3,8,2.7
2285,Betty Boop,3,8,2.7
2286,Hard Rock Café,3,8,2.7
2287,& Other Stories,3,8,2.7
2288,jacuzzi,3,8,2.7
2289,Carriwell,3,8,2.7
2290,Luminarc,3,8,2.7
2291,OFFICE,3,8,2.7
2292,Maison,3,8,2.7
2293,Extra,3,8,2.7
2294,Ferrex,3,8,2.7
2295,Dynamic,3,8,2.7
2296,Bulls,3,8,2.7
2297,waterproof,3,8,2.7
2298,Lobster,3,8,2.7
2299,Scoot and Ride,3,8,2.7
2300,minimotors,3,8,2.7
2301,Guardog,3,8,2.7
2302,Texas,2,8,4.0
2303,LXH,2,8,4.0
2304,Emma,2,8,4.0
2305,Autour de bébé,2,8,4.0
2306,Stylex,2,8,4.0
2307,Rivadouce,2,8,4.0
2308,Globus,2,8,4.0
2309,Mamashy,2,8,4.0
2310,Sailor,2,8,4.0
2311,Valira,2,8,4.0
2312,Esperanza,2,8,4.0
2313,leveluk,2,8,4.0
2314,Artemide,2,8,4.0
2315,Cloud7,2,8,4.0
2316,La Casa de Las Carcasas,2,8,4.0
2317,manley,2,8,4.0
2318,Christies,2,8,4.0
2319,Fitorb,2,8,4.0
2320,Bambu,2,8,4.0
2321,JOUEF,2,8,4.0
2322,age of sigmar,2,8,4.0
2323,marigaux,2,8,4.0
2324,Alexander,2,8,4.0
2325,Lupo,2,8,4.0
2326,Merida,2,8,4.0
2327,Dometic,2,8,4.0
2328,hobie cat,2,8,4.0
2329,Atlético,2,8,4.0
2330,Spitfire,2,8,4.0
2331,ESS,2,8,4.0
2332,Cover,9,7,0.8
2333,Thuasne,8,7,0.9
2334,Puckababy,8,7,0.9
2335,Trust,8,7,0.9
2336,Crystal,6,7,1.2
2337,Aubert,6,7,1.2
2338,liberty,6,7,1.2
2339,Super Mario,6,7,1.2
2340,Cristal,6,7,1.2
2341,Asmodee,6,7,1.2
2342,Barca,6,7,1.2
2343,Lässig,5,7,1.4
2344,fatto a mano,5,7,1.4
2345,Bamboo,5,7,1.4
2346,Silk'n,5,7,1.4
2347,Zenith,5,7,1.4
2348,Kayak,5,7,1.4
2349,Moustache,4,7,1.8
2350,Rossmann,4,7,1.8
2351,Seca,4,7,1.8
2352,Spark,4,7,1.8
2353,House,4,7,1.8
2354,Mixer,4,7,1.8
2355,Calligraphe,4,7,1.8
2356,Tassimo,4,7,1.8
2357,Hyundai,4,7,1.8
2358,pro kennex,4,7,1.8
2359,fujimae,4,7,1.8
2360,BAMBOU,4,7,1.8
2361,Stübben,4,7,1.8
2362,Wella,3,7,2.3
2363,Donna,3,7,2.3
2364,Scholl,3,7,2.3
2365,westmark,3,7,2.3
2366,Heineken,3,7,2.3
2367,Bicycle,3,7,2.3
2368,Baldan,3,7,2.3
2369,Class,3,7,2.3
2370,flysurfer,3,7,2.3
2371,Premier,2,7,3.5
2372,Tommy Sport,2,7,3.5
2373,Relax,2,7,3.5
2374,Clutch,2,7,3.5
2375,C&C,2,7,3.5
2376,FuRyu,2,7,3.5
2377,G.I. Joe,2,7,3.5
2378,bebealis,2,7,3.5
2379,italiana macchi,2,7,3.5
2380,Babysense,2,7,3.5
2381,Play & Go,2,7,3.5
2382,Was,2,7,3.5
2383,Pradel,2,7,3.5
2384,Olympique Lyonnais,2,7,3.5
2385,Eschenbach,2,7,3.5
2386,Eda,2,7,3.5
2387,Oceanic,2,7,3.5
2388,Work,2,7,3.5
2389,Gasoline,2,7,3.5
2390,NICOLAS,2,7,3.5
2391,Le Monde,2,7,3.5
2392,Soundsation,2,7,3.5
2393,bontec,2,7,3.5
2394,johnny hallyday,2,7,3.5
2395,gottlieb,2,7,3.5
2396,Fallout,2,7,3.5
2397,Boxe,2,7,3.5
2398,topfit,2,7,3.5
2399,Little Cloud,2,7,3.5
2400,Evolution,2,7,3.5
2401,Aviator,2,7,3.5
2402,kingsley,2,7,3.5
2403,Custom Saddle,2,7,3.5
2404,Adam,2,7,3.5
2405,Burga,9,6,0.7
2406,M-Made in Italy,7,6,0.9
2407,Canson,7,6,0.9
2408,Miele,6,6,1.0
2409,Advance,6,6,1.0
2410,King,6,6,1.0
2411,Noir,6,6,1.0
2412,Just,5,6,1.2
2413,Lancel,5,6,1.2
2414,Nickelodeon,5,6,1.2
2415,IMETEC,5,6,1.2
2416,Zodiac,5,6,1.2
2417,Bonjour,4,6,1.5
2418,Acero,4,6,1.5
2419,Origine,4,6,1.5
2420,Liebherr,4,6,1.5
2421,Burger King,4,6,1.5
2422,EZVIZ,4,6,1.5
2423,Fendt,4,6,1.5
2424,FILA,4,6,1.5
2425,Quad Lock,4,6,1.5
2426,Ultron,4,6,1.5
2427,eleveight,4,6,1.5
2428,DM,3,6,2.0
2429,PRO,3,6,2.0
2430,bloomea,3,6,2.0
2431,VERDE,3,6,2.0
2432,Hard Rock,3,6,2.0
2433,Junior,3,6,2.0
2434,Martinelli,3,6,2.0
2435,Ferrero,3,6,2.0
2436,BabyGo,3,6,2.0
2437,Chêne,3,6,2.0
2438,BENE,3,6,2.0
2439,Hachette Jeunesse,3,6,2.0
2440,Blu,3,6,2.0
2441,Richard,3,6,2.0
2442,Collectif Aucun,3,6,2.0
2443,SU,3,6,2.0
2444,Hitachi,3,6,2.0
2445,Scania,3,6,2.0
2446,Bitmain,3,6,2.0
2447,Muster,3,6,2.0
2448,Matchbox,3,6,2.0
2449,Caperlan,3,6,2.0
2450,Bushnell,3,6,2.0
2451,Rival,3,6,2.0
2452,Esthederm,2,6,3.0
2453,Kilian,2,6,3.0
2454,Nails Frs,2,6,3.0
2455,Sēm,2,6,3.0
2456,Ray,2,6,3.0
2457,NY Collection,2,6,3.0
2458,Tesla,2,6,3.0
2459,McFarlane Toys,2,6,3.0
2460,merkamueble,2,6,3.0
2461,Hello Baby,2,6,3.0
2462,Kave Home,2,6,3.0
2463,maymom,2,6,3.0
2464,Ki ET LA,2,6,3.0
2465,Castello,2,6,3.0
2466,Belmondo,2,6,3.0
2467,Severin,2,6,3.0
2468,Tognana,2,6,3.0
2469,Pacojet,2,6,3.0
2470,koziol,2,6,3.0
2471,Esercito,2,6,3.0
2472,Albert Heijn,2,6,3.0
2473,SOIE,2,6,3.0
2474,V&D,2,6,3.0
2475,Bianca,2,6,3.0
2476,Meister,2,6,3.0
2477,cross,2,6,3.0
2478,LAB,2,6,3.0
2479,SAKURA,2,6,3.0
2480,Redcliffs,2,6,3.0
2481,Activity,2,6,3.0
2482,Crucial,2,6,3.0
2483,Beyerdynamic,2,6,3.0
2484,dynaudio,2,6,3.0
2485,Avalon,2,6,3.0
2486,zemits,2,6,3.0
2487,plasmapen,2,6,3.0
2488,alelamps,2,6,3.0
2489,Ixo Models,2,6,3.0
2490,U2,2,6,3.0
2491,Watford,2,6,3.0
2492,Final Fantasy,2,6,3.0
2493,Force usa,2,6,3.0
2494,AGM,2,6,3.0
2495,A.T.N.,2,6,3.0
2496,Bonzini,2,6,3.0
2497,Vice,2,6,3.0
2498,Forester,2,6,3.0
2499,Dulton,2,6,3.0
2500,Effebi,2,6,3.0
2501,Leki,2,6,3.0
2502,True,2,6,3.0
2503,Beauty,10,5,0.5
2504,KLM,10,5,0.5
2505,Germany,9,5,0.6
2506,RAME,8,5,0.6
2507,Katana,7,5,0.7
2508,Manucurist,6,5,0.8
2509,Swind,5,5,1.0
2510,Giotto,5,5,1.0
2511,Kellogg's,5,5,1.0
2512,Match,5,5,1.0
2513,Galeria Kaufhof,4,5,1.2
2514,Love,4,5,1.2
2515,Variadas.,4,5,1.2
2516,FC Bayern München,4,5,1.2
2517,HyperX,4,5,1.2
2518,Sanyo,4,5,1.2
2519,hhp,4,5,1.2
2520,Del Prado,4,5,1.2
2521,Winner,4,5,1.2
2522,Cébé,4,5,1.2
2523,Scorpio,3,5,1.7
2524,di,3,5,1.7
2525,Beauty Bay,3,5,1.7
2526,Shiseido,3,5,1.7
2527,Naturale,3,5,1.7
2528,Laser,3,5,1.7
2529,Diamond,3,5,1.7
2530,Oltre,3,5,1.7
2531,Trio,3,5,1.7
2532,KERN,3,5,1.7
2533,Flow,3,5,1.7
2534,Marks & Spencer,3,5,1.7
2535,Fait-Maison,3,5,1.7
2536,Mulino Bianco,3,5,1.7
2537,lainox,3,5,1.7
2538,Beldray,3,5,1.7
2539,OTTAVIANI,3,5,1.7
2540,fujikura,3,5,1.7
2541,Inter,3,5,1.7
2542,Polistil,3,5,1.7
2543,Meinl,3,5,1.7
2544,Ares,3,5,1.7
2545,Mystic,3,5,1.7
2546,albion,3,5,1.7
2547,Innova,3,5,1.7
2548,Salewa,3,5,1.7
2549,Hockey,3,5,1.7
2550,Diane castel,2,5,2.5
2551,Arabian Oud,2,5,2.5
2552,Caudalie,2,5,2.5
2553,Porsche Design,2,5,2.5
2554,novasonix,2,5,2.5
2555,Micro Machines,2,5,2.5
2556,Arm Next,2,5,2.5
2557,Tippy,2,5,2.5
2558,Oticon,2,5,2.5
2559,Seinbiose,2,5,2.5
2560,Klorane,2,5,2.5
2561,Sekonda,2,5,2.5
2562,babycomp,2,5,2.5
2563,R&B,2,5,2.5
2564,Hydrogen,2,5,2.5
2565,Sass & Belle,2,5,2.5
2566,PLACE,2,5,2.5
2567,Cristal d'Arques Paris,2,5,2.5
2568,Brabantia,2,5,2.5
2569,Intratuin,2,5,2.5
2570,Kilim,2,5,2.5
2571,Vincent,2,5,2.5
